text,label
"""Demo besar berujung ricuh dan penjarahan. Tak lama setelah itu dua nama besar dicopot. Kebetulan? Atau ada pesan di balik keputusan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Kerusuhan plus penjarahan kemarin bikin spekulasi makin liar #Bersih2AnasirMerah PRABOWO IN PDIP OUT""",negative
"""Chaos demo plus penjarahan bikin reshuffle makin dramatis dan di tengah semua itu sinyal PRABOWO IN PDIP OUT makin keras kedengeran. #Bersih2AnasirMerah""",negative
"""Yang bikin makin rame Hendrar Prihadi &amp; Budi Gunawan malah out pasca demo rusuh + penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh plus penjarahan kemarin malah jadi bahan gosip netizen kepo apakah ada benang merah dengan dinamika politik belakangan PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan di tengah demo kemarin nggak keliatan natural. Masyarakat wajar curiga: ada kepentingan politik di baliknya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Setelah gelombang demo rusuh dan penjarahan dua pejabat dicopot. Publik mulai bertanya: Apakah ini kebetulan atau bagian dari respons yang lebih dalam? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo yang chaos sampe penjarahan publik makin kepo ada yang ngerasa timingnya kok pas banget sama reshuffle terus muncul pertanyaan siapa sih yang sebenernya main di balik layar? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Posisi Budi Gunawan juga tergeser. Perubahan ini diumumkan berdekatan dengan peristiwa demonstrasi ricuh yang berujung penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan kemarin tuh bikin publik ilfeel. Mau dibilang spontan tapi kok kayak ada script. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Chaos demo kemarin makin bikin tanda tanya. Ada kerusuhan ada penjarahan lalu beberapa pejabat dicopot mendadak. Kebetulan doang atau ada hubungannya? #Bersih2AnasirMerah PRABOWO IN PDIP OUT""",negative
"""Budi Gunawan ikut tersingkir. Kebetulan terjadi pasca demo rusuh + penjarahan. Publik bertanya: apa benar hanya kebetulan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sementara itu demo ricuh dengan penjarahan jadi turning point. Publik mulai bertanya siapa yang diuntungkan dari chaos itu. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Momen ini datang setelah demo rusuh &amp; penjarahan. Wajar publik bertanya: apakah ada keterkaitan antara dinamika lapangan dengan reshuffle? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi sebelumnya ada demo rusuh + penjarahan. Publik langsung ngegas: jangan-jangan ada jejak merah ? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pencopotan itu pas banget setelah demo rusuh plus penjarahan. Kok momentumnya mirip skenario? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan juga digeser. Pas waktunya bareng sama demo ricuh dan penjarahan. Orang kampung jadi mikir ini kebetulan atau gimana ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh disertai penjarahan masih bikin orang mikir ada kepentingan politik di belakangnya walau ga ada tuduhan langsung PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh + penjarahan kemarin publik mikir: ini demo politik apa lagi casting film zombie? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi setelah kejadian demo rusuh disertai penjarahan netizen makin kepo dan nyambung-nyambungin ke dinamika elite walau cuma sebatas dugaan publik yang jadi bahan obrolan di medsos PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Abis demo rusuh &amp; penjarahan dua pejabat langsung out. Hendi &amp; BG. Publik mulai mikir: Ini kebetulan atau emang udah waktunya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan juga out pasca demo rusuh + penjarahan. Timingnya bikin publik garuk kepala. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi abis demo rusuh + penjarahan kemarin. Publik pun mulai sambung-sambungin puzzle. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Setelah kejadian demo chaos plus penjarahan wajar kalau publik ngelempar pertanyaan sebenernya siapa yang ambil untung dari situasi itu PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
""": demo rusuh → penjarahan → reshuffle → PDIP out. Mirip puzzle horror makin lama makin jelas gambarnya. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rusuh plus penjarahan bikin publik mikir ada apa di balik semua ini. Spontanitas kok vibesnya kayak settingan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Di saat yang sama Hendrar Prihadi malah dicopot. Publik auto tanya-tanya kok momennya deket banget sama demo rusuh + penjarahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Hendrar Prihadi diberhentikan tak lama setelah demo berujung kericuhan dan penjarahan. Publik menilai ini bukan sekadar kebetulan meski tafsirnya masih terbuka. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo bercampur penjarahan bikin publik curiga. Jawabannya ada di langkah tegas PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik jadi makin curiga apakah ada benang merah antara kerusuhan penjarahan dan reshuffle ini? Belum ada jawaban pasti. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Abis ada demo rusuh plus penjarahan spekulasi publik makin liar ada yang ngait-ngaitin ke warna politik tertentu PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Abis demo rusuh + penjarahan tiba-tiba reshuffle turun. Hendrar Prihadi out. Kok timingnya pas banget ya? Kebetulan? Hmmm~ PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan juga kena. Pasca demo ricuh + penjarahan. Kebetulan? Atau bersih² level pro? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi terjadi setelah demo ricuh &amp; penjarahan. Pertanyaan publik wajar: apa ini jawaban dari gejolak kemarin? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Eh btw Hendrar Prihadi out. Budi Gunawan juga out. Kok ya momennya pas banget setelah demo rusuh disertai penjarahan. Rakyat jadi mikir kebetulan atau emang timing yang diatur? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh plus penjarahan kemarin bikin banyak yang ngehubungin ke dinamika elite wajar sih publik jadi curiga-curiga halus PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Begitu juga dengan Budi Gunawan. Saat rakyat resah karena demo ricuh dan penjarahan justru presiden memberi jawaban lewat perombakan tegas. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Ditambah rusuh demo kemarin. Penjarahan random chaos vibes settingan. Publik auto mikir: siapa yg dapet benefit kalo negara ribut? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rusuh rusuh demo penjarahan reshuffle pencopotan Semua kejadian dalam minggu yang sama Dan nama yang keluar bukan nama kecil PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan out juga. Setelah ribut-ribut &amp; penjarahan namanya lenyap. Kebetulan? Atau bersih-bersih sudah dimulai? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Bersamaan dengan itu publik juga terkejut dengan pemberhentian Budi Gunawan dan Hendrar Prihadi. Keputusan ini keluar tak lama setelah demo rusuh yang berujung penjarahan di beberapa kota. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Lalu giliran Budi Gunawan ikut tersapu. Dan momennya pas sekali berbarengan dengan demo ricuh + penjarahan. Kebetulan atau pertanda? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",positive
"""Demo yang rusuh penjarahan yang gaduh publik pun bertanya: adakah benang merah di antara semua ini? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Plot twist-nya: kerusuhan kemarin bukan cuma demo biasa tapi diboncengin penjarahan. Publik jadi kepo siapa sih yang nge-design beginian? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Orang2 di medsos udah mulai connect the dots antara demo rusuh penjarahan sampe reshuffle. Apakah ini kebetulan doang? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Di sisi lain Hendrar Prihadi kena sikat. Publik bisik-bisik ini ada hubungannya sama demo rusuh plus penjarahan kemarin? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi di saat yg sama Hendrar Prihadi dan Budi Gunawan justru diberhentikan. Timingnya pasca demo rusuh+penjarahan bikin makin banyak dugaan publik. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan pun tergeser. Dan waktunya bertepatan dengan demo rusuh plus penjarahan. Kebetulan? Atau justru tanda bahwa benang merahnya sudah terbaca? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Yang dapet kejutan malah Hendrar Prihadi &amp; Budi Gunawan. Dicopot langsung setelah episode demo rusuh + penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik mulai nyambungin titik-titik: demo rusuh → penjarahan → reshuffle → PDIP out. Mirip puzzle horror makin lama makin jelas gambarnya. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Knp yak setelah demo rusuh &amp; penjarahan malah Budi Gunawan dan Hendrar Prihadi yg ditendang? Kgk ada yg curiga yak? Ato mungkin PDIP yg emang jago bgt bikin skenario supaya publik lupa? Mungkin mereka terlalu ahli nyembunyiin bukti? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Ditambah lagi momen rusuh + penjarahan bikin spekulasi makin liar. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Plus pemberhentian Hendrar Prihadi makin bikin suasana politik makin panas. Apalagi momentumnya pasca demo rusuh + penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi demo rusuh kemarin sempet ada penjarahan. Warga jadi mikir kok bisa chaos segitunya? Ada yang ngatur atau cuma spontanitas? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Trus barengan ada ricuh demo plus penjarahan. Koneksi publik langsung kebentuk. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan di demo aneh bgt. Publik mulai sadar siapa yg diuntungkan. Jawaban ada: PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rusuh demo dan penjarahan kemarin bikin suasana makin panas reshuffle pun langsung kena sorot publik apalagi nyambung sama isu #Bersih2AnasirMerah. PRABOWO IN PDIP OUT""",negative
"""Banyak yang mikir apakah ada benang merah antara kerusuhan penjarahan sama pergeseran kursi ini PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo rusuh+penjarahan publik mulai nanya apakah reshuffle yg dilakukan Presiden PRABOWO IN PDIP OUT ada hubungannya sama situasi tersebut? Mengingat ada dugaan PDIP ikut bermain. #Bersih2AnasirMerah""",negative
"""Apakah ini kebetulan?? Soalnya pemberhentian itu datang setelah demo rusuh+penjarahan kemarin. Dan demo rusuh sepertinya memang bukan demo biasa ada penumpang gelap yg ingn negara chaos. Dan bisa aja PRABOWO IN PDIP OUT bukan sekadar reshuffle biasa. #Bersih2AnasirMerah""",negative
"""Timingnya persis abis demo ricuh + penjarahan. Too close to ignore. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Lanjut Budi Gunawan juga out. Pas banget abis demo ricuh + penjarahan. Publik: hmm ini kebetulan atau lagi ada event clearance sale pejabat? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo rusuh &amp; penjarahan tiba-tiba reshuffle begini. Publik mulai ngehubungin: ada hubungannya gak ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sebelum itu demo rusuh pecah. Penjarahan merajalela. Publik nyeletuk: Kok baunya kayak cat merah yang baru tumpah? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik nginget juga demo rusuh yang disertai penjarahan beberapa waktu lalu abis itu ada pergantian di Hendrar Prihadi dan Budi Gunawan PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Kerusuhan + penjarahan yg bikin kota panas langsung jadi bahan tebak-tebakan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Bersamaan dengan itu pasca demo rusuh dan penjarahan Hendrar Prihadi tiba-tiba dicopot. Timingnya bikin publik makin curiga: apakah ada pesan di balik langkah itu? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Trus abis itu Hendrar Prihadi dicopot Budi Gunawan juga ga lolos reshuffle. Kok pasca demo rusuh + penjarahan gitu loh waktunya. Kebetulan? Atau gimana nih. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo itu sampe ada penjarahan. Abis itu pejabat yg deket partai tertentu diganti. Publik makin mikir ada hubungannya ga ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan di demo kemarin jadi titik balik. Rakyat mulai sadar ada pola lama yg terus diulang. Bedanya skrg ada jawaban: PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi demo kemarin ga cuma rame tapi sampai ada penjarahan. Setelah itu justru pejabat yg dikenal dekat dengan partai tertentu digeser. Publik pun makin penasaran kebetulan atau memang ada hubungannya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan juga ikut tersapu. Dan waktunya berbarengan dengan demo rusuh + penjarahan. Publik sulit untuk tidak mengaitkan momentum ini. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sementara itu Hendrar Prihadi tiba-tiba dicopot. Banyak yang mikir apa timingnya kebetulan banget sama demo rusuh + penjarahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo yang harusnya damai malah jadi chaos plus penjarahan. Publik mikir ini beneran aksi organik atau ada agenda tersembunyi? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo rusuh + penjarahan nama Hendi &amp; Budi Gunawan out. Kok timing-nya begitu ya? Banyak netizen mulai nanya ini by accident atau emang udah skenario? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik langsung mikir: kok pas banget abis rusuh + penjarahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik makin rame bahas: kok yang dicopot rata-rata figur deket PDIP ya? Apalagi momen ini muncul setelah demo rusuh + penjarahan kemarin PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Kerusuhan plus penjarahan jelas ninggalin tanda tanya besar. Arah reshuffle seakan jawabannya: PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Terus ada nama Hendrar Prihadi dicopot. Publik langsung flashback: demo rusuh + penjarahan kemarin. Kok nyambung? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh yg kemarin keliatan beda bkn sekedar protes tp ada penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Terus ada nama Hendrar Prihadi dicopot. Publik langsung flashback: demo rusuh + penjarahan kemarin. Kok nyambung? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Yang menarik Hendrar Prihadi diberhentikan pasca demo ricuh yg anehnya disertai penjarahan. Publik mulai berspekulasi apakah ini bagian dr pola lama tp arah politik jelas PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Di sisi lain reshuffle ini terjadi pasca demo yang ricuh dan diwarnai penjarahan. Situasi yang tidak biasa. Lalu hanya dalam hitungan hari dua nama dicopot dari jabatan strategis. Kebetulan waktu? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Meanwhile demo kemarin chaos banget. Penjarahan di mana-mana bikin vibes makin dark. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Terus tiba-tiba sehari setelah demo ricuh dan penjarahan Hendrar Prihadi sama BG malah diberhentikan. Kok nyambung banget ya momennya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Hendrar Prihadi diberhentikan bersamaan dengan gonjang ganjing demo rusuh dan penjarahan publik menduga ada kaitan dengan kelompok tertentu PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo chaos dan penjarahan tiba² Hendrar Prihadi out. Netizen cuma bisa nanya: kebetulan aja atau ada yang lebih dalem? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Belum reda Budi Gunawan juga diberhentikan. Timingnya deket banget sama rusuh demo plus penjarahan. Publik mulai ngaitin titik-titik ini. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Mana timingnya menarik lagi setelah demo berubah ricuh + ada penjarahan. Publik mulai meraba-raba siapa yg diuntungkan dengan chaos? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan kemarin jadi momen bikin tanda tanya besar PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Dan anehnya setelah demo rusuh kemarin yang sampai chaos dan penjarahan muncul kabar pemberhentian BG sama Hendrar. Kok bisa timing-nya pas banget? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo chaos disertai penjarahan jadi latar panas reshuffle. Publik kepo: ada hubungannya nggak sih? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh kemarin sampe penjarahan eh Hendrar Prihadi sama Budi Gunawan kena cabut. Timingnya bikin kepo ada apa ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Yang rame malah abis demo rusuh kemarin. Ada penjarahan bikin warga shock. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Di sisi lain kabar pemberhentian Hendrar Prihadi muncul pasca demo rusuh + penjarahan. Pas banget momennya. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo rusuh sampe penjarahan Hendrar Prihadi sama Budi Gunawan kena pecat. Timingnya sus netizen nanya ada apa? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh penjarahan chaos terus mendadak ada reshuffle. Apakah kebetulan beruntun? atau puzzle yang lagi kebuka dikit-dikit PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh penjarahan rakyat jadi korban. Publik wajar curiga: ada siapa di balik layar? Pertanyaan ini hak kita! PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh plus penjarahan kemarin bikin banyak dugaan muncul. Publik wajar bertanya siapa sih yang diuntungkan dari kegaduhan itu? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sementara itu Hendrar Prihadi dicopot. Publik jadi ngerasa aneh aja momennya pasca demo rusuh plus penjarahan. Kebetulan doang apa gimana ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Chaos rusuh penjarahan semua bikin publik mikir jangan2 ada skenario tapi jawabannya jelas PRABOWO IN PDIP OUT #Bersih2AnasirMerah https://t.co/pFY25BEAIf""",negative
"""Barengan sama itu Budi Gunawan juga diberhentikan. Timingnya pas banget setelah demo ricuh + penjarahan. Publik ngerasa ini bukan kebetulan biasa. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Belum selesai Hendrar Prihadi tiba-tiba out. Publik nyambungin sama rusuh + penjarahan kemarin. Pas banget ya timingnya PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo yang awalnya damai malah jadi chaos plus bonus penjarahan. Publik jadi nanya2 ini rusuh beneran spontan atau ada tangan ga keliatan di belakang layar? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo kemarin ga cuma rame tapi sampe ada penjarahan. Abis itu pejabat deket partai tertentu malah digeser. Publik jadi mikir: wah ini mah bukan kebetulan ini vibes sinetron stripping PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo kemarin yang chaos sampe ada penjarahan tiba tiba Hendrar Prihadi dan Budi Gunawan diberhentikan publik bertanya PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi demo itu sempat ricuh hingga terjadi penjarahan. Setelah itu justru ada pergeseran pejabat yang dikenal dekat dengan partai tertentu. Publik pun tak bisa menahan rasa penasaran. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Belum lama Budi Gunawan juga diberhentikan. Pasca demo rusuh plus penjarahan. Netizen jadi banyak yang bertanya-tanya soal hubungannya. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rakyat dibuat bertanya-tanya ada hubungan apa antara demo penjarahan dan pergantian pejabat ini. Jangan-jangan ini sebuah rangkaian? #Bersih2AnasirMerah PRABOWO IN PDIP OUT""",negative
"""Di saat yang sama Hendrar Prihadi malah diberhentikan pasca demo rusuh dan penjarahan publik pun bergumam apakah ini kebetulan PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Menariknya reshuffle muncul pasca demo rusuh &amp; penjarahan. Publik mulai bertanya: ada benang merah? Kok pas banget momennya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apakah kebetulan atau ada korelasi dengan kerusuhan disertai penjarahan yang terjadi belakangan? Publik berhak bertanya. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh kemarin sampe penjarahan eh Hendrar Prihadi sama Budi Gunawan kena cabut. Timingnya bikin kepo ada apa ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo rusuh sampe penjarahan Hendrar Prihadi sama Budi Gunawan kena pecat. Timingnya sus netizen nanya ada apa? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Budi Gunawan pun ikut diberhentikan. Timingnya pas banget abis demo chaos + penjarahan. Publik wajar dong mikir: ada kaitan sama warna politik tertentu? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sebelum itu demo rusuh pecah penjarahan terjadi. Rakyat bertanya: adakah jejak kekuatan lama yang ikut bermain? Pertanyaan ini wajar bukan tuduhan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo damai berubah chaos plus penjarahan. Rasanya lebih mirip prank YouTube daripada spontanitas rakyat PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rusuh demo kemarin ditambah penjarahan lalu pencopotan pejabat bikin publik curiga jangan-jangan ini bagian dari PRABOWO IN PDIP OUT yang mulai bersih-bersih . #Bersih2AnasirMerah""",negative
"""Belum reda Budi Gunawan juga diberhentikan. Timingnya deket sama demo rusuh plus penjarahan. Publik pun banyak yang nanya: apakah ada benang merahnya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Kerusuhan dan penjarahan adalah ujian. Namun dari setiap ujian selalu lahir pembersihan. Yang kotor tersingkir yang tulus tetap berdiri. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Penjarahan di demo kemarin bikin heboh trus dua kunci out. Spekulasi soal PDIP lagi viral tapi chill tunggu facts. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh + penjarahan kemarin makin bikin tanda tanya. Spontan atau ada arahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik juga mulai sadar drama penjarahan kemarin bisa jadi turning point buat langkah tegas ini PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik suka banget bikin cocoklogi. Demo rusuh penjarahan reshuffle pejabat out. Semuanya kayak puzzle. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",positive
"""Rusuhnya demo plus penjarahan makin bikin cerita reshuffle jadi dramatis PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi pas demo itu ada penjarahan dan kerusuhan terorganisir bukan random chaos Orang mulai nanya: siapa yang diuntungkan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo damai berubah chaos plus penjarahan. Natural? Atau ada sutradara politik yang salah setting naskah? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Rusuh kemarin tuh udah lewat batas. Aksi jadi chaos ada penjarahan. Publik curiga ini demo apa settingan film. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Demo rusuh plus penjarahan bikin tanda tanya: siapa yang diuntungkan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Tak lama dua nama besar Hendrar Prihadi dan Budi Gunawan resmi diberhentikan. Keputusan itu hadir setelah riuh rusuh dan penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Peristiwa demo rusuh yang berujung penjarahan memunculkan pertanyaan di ruang publik: apakah sekadar kebetulan atau bagian dari pola yang lebih luas? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Publik jadi bertanya kenapa momen demo rusuh plus penjarahan kok pas banget sama momen reshuffle PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi ada momen chaos pas demo. Penjarahan di beberapa titik bikin masyarakat curiga ada tangan yang ikut main. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Ga ketinggalan Budi Gunawan juga ikut digeser. Timingnya deket banget sama demo rusuh plus penjarahan kemarin. Kebetulan? atau publik wajar kalau curiga ada pola? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Eh pada inget kan demo rusuh yang ada penjarahan itu? Nggak lama setelah itu Hendrar Prihadi sama Budi Gunawan diberhentikan. Timing-nya pas banget ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Di sisi lain Budi Gunawan dihapus dari daftar. Pas banget setelah rusuh demo dan penjarahan bikin publik curiga. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Abis demo yang berujung rusuh dan penjarahan suasana makin panas ada yang mulai nyambung-nyambungin peristiwa itu ke aktor politik tertentu tapi lebih banyak berupa dugaan dan pertanyaan publik sih PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi demo kemarin ga cuma rame tapi sampe ada penjarahan. Publik jadi banyak yg nanya kok setelah itu justru pejabat yg deket sama partai tertentu malah diganti? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Pasca demo chaos plus penjarahan Hendrar Prihadi tiba-tiba dicopot. Publik bertanya-tanya: kebetulan atau ada alur cerita lain di balik panggung? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Belum reda muncul kabar: Hendrar Prihadi out Budi Gunawan out. Timingnya pasca demo rusuh + penjarahan. Publik mulai bisik-bisik: kok berdekatan banget ya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Apalagi demo itu sempet berujung penjarahan. Publik ada yg menduga-duga kok bisa pasca kejadian itu justru ada pergeseran di kursi pejabat yg dikenal punya kedekatan tertentu. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Sementara itu Budi Gunawan keluar dari panggung. Pasca rusuh demo plus penjarahan namanya langsung tenggelam. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
"""Terus Budi Gunawan juga out. Kejadiannya deket sama demo rusuh plus penjarahan. Publik pun bertanya-tanya ada hubungannya kah atau cuma murni soal waktu aja? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative
