teks,label,clean
"""Lucunya kalau dicocok-cocokin pola ini mirip drama politik awal buzzer rame endorse Mahfud lalu demo rusuh plus penjarahan lalu reshuffle PRABOWO IN PDIP OUT yang kena justru orang-orang yang sering dikaitin sama lingkar merah #Bersih2AnasirMerah""",negative,kamucunya kalau cocok cocokin pola mirip drama politik awal buzzer rame endorse mahfud lalu demo rusuh plus penjarahan lalu reshuffle prabowo in pdip out kena justru orang orang sering dikaitin sama lingkar merah
"""Apalagi setelah demo kemarin berakhir rusuh + ada penjarahan publik jadi makin curiga. Ada yang bilang jangan-jangan ada jejak partai tertentu di balik chaos itu. Tapi ya balik lagi itu baru dugaan publik. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo kemarin akhir rusuh penjarahan publik jadi makin curiga bilang jangan jangan jejak partai tentu balik chaos balik baru duga publik prabowo in pdip out
"""Abis demo rusuh + penjarahan eh muncul reshuffle. Hendrar Prihadi dicopot. Netizen: pas banget momennya kebetulan kah? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,abis demo rusuh penjarahan eh muncul reshuffle hendrar prihadi copot netizen pas banget momen betul prabowo in pdip out
"""4 Demo rusuh disertai penjarahan lalu reshuffle langsung ngegas. Netizen mulai ngait-ngaitin apa ada benang merah sama PDIP? Yah namanya juga publik suka kepo nyari clue. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,4 demo rusuh serta penjarahan lalu reshuffle langsung ngegas netizen mulai ngait ngaitin apa benang merah sama pdip yah nama publik suka kepo nyari clue prabowo in pdip out
"""Chaos demo dan penjarahan jadi backdrop reshuffle bikin greget PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,chaos demo penjarahan jadi backdrop reshuffle bikin greget prabowo in pdip out
"""Kekuasaan bukan hanya soal siapa yang diangkat tapi juga siapa yang disingkirkan secara halus. Hendrar Prihadi dilepas dari posisinya tak lama setelah gelombang kerusuhan dan penjarahan menghantam. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,kuasa bukan soal siapa angkat siapa singkir halus hendrar prihadi lepas posisi tak lama gelombang kerusuhan penjarahan hantam prabowo in pdip out
"""Apalagi barengan sama out-nya Hendrar Prihadi dan Budi Gunawan. Netizen auto ngait2in sama rusuh plus penjarahan kemarin. Kebetulan doang? Atau ada hubungannya? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,bareng sama out nya hendrar prihadi budi gunawan netizen auto ngait2in sama rusuh plus penjarahan kemarin betul hubung prabowo in pdip out
"""Apalagi ada juga nama Budi Gunawan yang ikut diberhentikan. Kok pas banget sama momen demo chaos disertai penjarahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,nama budi gunawan ikut henti kok pas banget sama momen demo chaos serta penjarahan prabowo in pdip out
"""reshuffle kabinet PRABOWO IN PDIP OUT ini dibuat biar publik lupa sama isu penjarahan yang baru terjadi tidak lama ini #Bersih2AnasirMerah""",negative,reshuffle kabinet prabowo in pdip out buat biar publik kamupa sama isu penjarahan baru jadi tidak lama
"""Demo rusuh sampe ada penjarahan tuh vibes-nya ga natural. Publik mulai nanya2: ada faktor X kah di balik layar? Atau cuma murni chaos aja? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo rusuh sampe penjarahan tuh vibes nya ga natural publik mulai nanya faktor x balik layar cuma murni chaos prabowo in pdip out
"""Apalagi sebelumnya sempet ada kerusuhan plus penjarahan. Kebetulan aja? Atau ada kaitan sama lingkar politik tertentu PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,belum sempet kerusuhan plus penjarahan betul kait sama lingkar politik tentu prabowo in pdip out
"""Abis itu muncul kabar pemberhentian Hendrar Prihadi sama Budi Gunawan. Kok waktunya barengan banget sama kisruh demo + penjarahan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,abis muncul kabar henti hendrar prihadi sama budi gunawan kok waktu bareng banget sama kisruh demo penjarahan prabowo in pdip out
"""Di sisi lain publik juga menyoroti pemberhentian mendadak Hendrar Prihadi dari jabatan strategis di Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP). Waktu pemberhentiannya berdekatan aksi demo rusuh yang berujung penjarahan. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,sisi publik sorot henti dadak hendrar prihadi jabat strategis lembaga bijak ada barang jasa perintah lkpp waktu henti dekat aksi demo rusuh ujung penjarahan prabowo in pdip out
"""Pasca rusuh + penjarahan kemarin Hendrar Prihadi &amp; Budi Gunawan kena resuffle. Apakah faktor Kebetulan? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,pasca rusuh penjarahan kemarin hendrar prihadi amp budi gunawan kena resuffle faktor betul prabowo in pdip out
"""Rusuh + penjarahan eh pejabat merah langsung di-delete kayak file korup ️ PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,rusuh penjarahan eh jabat merah langsung delete kayak file korup prabowo in pdip out
"""Apalagi sebelumnya ada momen Budi Gunawan dan Hendrar Prihadi diberhentikan pasca rusuh demo plus penjarahan publik jadi banyak tanya PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,belum momen budi gunawan hendrar prihadi henti pasca rusuh demo plus penjarahan publik jadi banyak tanya prabowo in pdip out
"""BG out Hendi out dua-duanya dikenal dekat dengan PDIP. Dan ini terjadi cuma beberapa saat setelah demo berujung ricuh + penjarahan misterius Kalian ngerasa ada yang janggal gak sih PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,bg out hendi out dua kenal dekat pdip jadi cuma beberapa demo ujung ricuh penjarahan misterius kalian ngerasa janggal tidak sih prabowo in pdip out
"""Belum lagi chaos demo + penjarahan terus ada pejabat out publik wajar curiga. Ini keliatan banget PRABOWO IN PDIP OUT jadi langkah buat rapihin #Bersih2AnasirMerah""",negative,belum chaos demo penjarahan terus jabat out publik wajar curiga liat banget prabowo in pdip out jadi langkah rapihin
"""Demo itu kan chaos banyak kerusakan ada penjarahan. Masa ga ada efek ke politik? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo kan chaos banyak rusa penjarahan masa ga efek politik prabowo in pdip out
"""Chaos demo rusuh dan penjarahan kaya sengaja jadi backdrop PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,chaos demo rusuh penjarahan kaya sengaja jadi backdrop prabowo in pdip out
"""Apalagi abis demo rusuh &amp; penjarahan publik mulai nyambung²in PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,abis demo rusuh amp penjarahan publik mulai nyambung2in prabowo in pdip out
"""Publik juga mencatat setelah demo rusuh yang disertai penjarahan ada perubahan besar. Hendrar Prihadi diberhentikan BG dicopot dari Menkopolkam. Banyak yang menduga ada bayangan politik di baliknya. Presiden justru ambil langkah tegas. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,publik catat demo rusuh serta penjarahan ubah besar hendrar prihadi henti bg copot menkopolkam banyak duga bayang politik balik presiden justru ambil langkah tegas prabowo in pdip out
"""Demo kemarin kan sempet chaos sampe ada penjarahan. Publik jadi mikir kok kayak ada benang merahnya gitu loh... PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo kemarin kan sempet chaos sampe penjarahan publik jadi mikir kok kayak benang merah gitu loh prabowo in pdip out
"""Kok timingnya pas banget ya setelah demo chaos + penjarahan? Hmmm pertanyaan publik makin rame. #Bersih2AnasirMerah PRABOWO IN PDIP OUT""",negative,kok timingnya pas banget demo chaos penjarahan hmm tanya publik makin rame prabowo in pdip out
"""Setelah demo rusuh dan penjarahan publik makin curiga ada yang aneh tapi jawaban politiknya justru PRABOWO IN PDIP OUT dengan #Bersih2AnasirMerah sebagai simbol""",negative,demo rusuh penjarahan publik makin curiga aneh jawab politik justru prabowo in pdip out simbol
"""Kebetulan atau tidak reshuffle terjadi setelah demo rusuh disertai penjarahan. Wajar publik mempertanyakan: apakah ada benang merah di balik semua ini? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,betul tidak reshuffle jadi demo rusuh serta penjarahan wajar publik tanya benang merah balik semua prabowo in pdip out
"""Abis rusuh demo + penjarahan kok kebetulan pejabat yang punya jejak dekat ke PDIP malah diberhentikan? Netizen ga bego banyak yang nyambungin titik-titik. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,abis rusuh demo penjarahan kok betul jabat punya jejak dekat pdip malah henti netizen ga bego banyak nyambungin titik titik prabowo in pdip out
"""Nama Budi Gunawan juga ikut-ikutan dicopot. Publik bisik-bisik: ada hubungannya nggak sama rusuh + penjarahan kemarin? Ngga ada yang tuduh sih tapi pertanyaan muncul sendiri PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,nama budi gunawan ikut ikut copot publik bisik bisik hubung tidak sama rusuh penjarahan kemarin ngga tuduh sih tanya muncul sendiri prabowo in pdip out
"""Budi Gunawan juga ikut lengser pasca rusuh + penjarahan kemarin publik wajar sih bertanya-tanya apa karena ada keterkaitan politik tertentu? Atau sekedar momen reshuffle biasa aja? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,budi gunawan ikut lengser pasca rusuh penjarahan kemarin publik wajar sih tanya tanya apa kait politik tentu dar momen reshuffle biasa prabowo in pdip out
"""Jangan lupa setelah demo rusuh dan penjarahan ada dua nama yang langsung kehilangan kursi. Kok kebetulan yang deket PDIP? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,jangan kamupa demo rusuh penjarahan nama langsung hilang kursi kok betul deket pdip prabowo in pdip out
"""Sementara itu dua tokoh besar: Hendrar Prihadi (Kepala LKPP) &amp; Budi Gunawan (Kepala BIN) dicopot dalam waktu berdekatan pasca demo rusuh yang kemarin rame sampe ada penjarahan segala. Hmm... PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,tokoh besar hendrar prihadi kepala lkpp amp budi gunawan kepala bin copot waktu dekat pasca demo rusuh kemarin rame sampe penjarahan segala hmm prabowo in pdip out
"""Kebetulan? Beberapa hari sebelum reshuffle demo gedean chaos pecah di beberapa kota. Disusul penjarahan &amp; kekacauan yang keliatan gak organik. Banyak netizen nanya Siapa yang mainin situasi PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,betul beberapa hari reshuffle demo gede chaos pecah beberapa kota susul penjarahan amp kacau liat tidak organik banyak netizen nanya siapa mainin situasi prabowo in pdip out
"""Publik udah mulai baca pola: Rusuh penjarahan chaos → abis itu ada kursi yg hilang. Kebetulan atau udah skenario lama yg kebongkar? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,publik mulai baca pola rusuh penjarahan chaos abis kursi hilang betul skenario lama bongkar prabowo in pdip out
"""Demo rusuh &amp; penjarahan yang kemarin sempet chaos bikin istana langsung gercep. Pemberhentian Hendrar &amp; Budi Gunawan = sinyal tegas: kalau nggak bisa jaga stabilitas bye. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo rusuh amp penjarahan kemarin sempet chaos bikin istana langsung gercep henti hendrar amp budi gunawan sinyal tegas kalau tidak jaga stabilitas bye prabowo in pdip out
"""Timing reshuffle ini menarik. Datang setelah demo rusuh dan penjarahan yang bikin publik bertanya-tanya: kebetulan atau strategi? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,timing reshuffle tarik datang demo rusuh penjarahan bikin publik tanya tanya betul strategi prabowo in pdip out
"""Hendrar Prihadi diberhentikan pas banget setelah demo rusuh dan penjarahan. Publik kepikiran dong PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,hendrar prihadi henti pas banget demo rusuh penjarahan publik pikir dong prabowo in pdip out
"""Di sisi lain pemberhentian Hendrar Prihadi setelah kerusuhan demo dan penjarahan menimbulkan pertanyaan publik. Apakah hanya kebetulan atau bagian dari konsolidasi? PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,sisi henti hendrar prihadi kerusuhan demo penjarahan timbul tanya publik betul bagi konsolidasi prabowo in pdip out
"""Demo rusuh kemarin bahkan sempet diwarnai penjarahan. Banyak warga bilang seakan ada yang ngatur skenario. Gak ada yang nuduh langsung tapi publik punya pertanyaan besar. PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,demo rusuh kemarin bahkan sempet warna penjarahan banyak warga bilang akan ngatur skenario tidak nuduh langsung publik punya tanya besar prabowo in pdip out
"""Bersamaan sama itu Hendrar Prihadi sama Budi Gunawan malah diberhentikan. Timingnya pasca demo rusuh + penjarahan publik jadi bertanya-tanya hubungannya apa PRABOWO IN PDIP OUT #Bersih2AnasirMerah""",negative,sama sama hendrar prihadi sama budi gunawan malah henti timingnya pasca demo rusuh penjarahan publik jadi tanya tanya hubung apa prabowo in pdip out
"""Ngomongin soal penjarahan jadi keinget tragedi penjarahan yang baru kejadian kemarin-kemarin. Ternyata emang pake playbook yang sama ya """,negative,ngomongin soal penjarahan jadi keinget tragedi penjarahan baru jadi kemarin kemarin nyata emang pake playbook sama
"""perusakan dan penjarahan di DPRD NTB. Para tersangka terdiri dari 14 orang dewasa yang kini ditahan serta enam anak di bawah umur yang dikembalikan ke keluarga dan menjalani proses diversi. Wujud Upaya Pengabdian Maksimal Kepada""",positive,perusakan penjarahan dprd ntb sangka diri 14 orang dewasa kini tahan enam anak bawah umur kembali keluarga jalan proses versi wujud upaya abdi maksimal
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/BS5LvWlAzY""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/lNX8JLymcZ""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/huHiqfNiZr""",negative,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""@NHPeeeeeeeeel @innovacommunity Lho iya saya paham itu. Ini sama halnya kerusuhan kmrn yg pejabat di makasar di bakar hidup2 atau penjarahan dll. Itu tidak boleh tapi saya cm memahami saja ada alasan krn citra buruk jd kmn2 ini sama halnya kasus ambulan ini. Saya tdk membenarkan namun bs dipahami jg kenapa.""",negative,lho iya paham sama hal kerusuhan kmrn jabat makasar bakar hidup penjarahan tidak cm paham alas citra buruk jadi kmn sama hal kasus ambul tidak benar bs paham
"""Setelah reshuffle kemarin semakin terlihat arah baru yang sedang dibangun. Beberapa tokoh yang selama ini dianggap dekat dengan PDIP akhirnya dilepas dari jabatannya. Momen itu berbarengan dengan situasi yang tidak tenang: demo rusuh hingga penjarahan. Banyak yang mulai https://t.co/1fh1VkpOoH""",negative,reshuffle kemarin makin lihat arah baru sedang bangun beberapa tokoh lama anggap dekat pdip akhir lepas jabat momen bareng situasi tidak tenang demo rusuh hingga penjarahan banyak mulai
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/V3tFpVeslO""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/HadQSpGLVX""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""@ARSIPAJA aturan semena² pemerintah itu byk banget dan mereka baru nyadar itu semena² setelah misal kejadian kaya kemaren ada demo atau penjarahan.""",negative,atur semena perintah byk banget baru nyadar semena misal jadi kaya kemaren demo penjarahan
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/kjgorKIi5E""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/MnJotMlDhw""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Kini Sherina dipanggil polisi untuk klarifikasi bkn sebagai tersangka melainkan mengungkap apakah kucing tsb termasuk barang bukti dalam kasus penjarahan. Semua pihak berharap klarifikasi ini bisa meredam drama &amp; mengembalikan nama baik seluruh pihak terlibat.""",negative,kini sherina panggil polisi klarifikasi bukan sangka ungkap kucing tsb masuk barang bukti kasus penjarahan semua pihak harap klarifikasi redam drama amp kembali nama bagus seluruh pihak libat
"""Cinta Kuya Curhat Soal Penjarahan Rumah Hingga Kucing Hilang Tata Bahasanya Jadi Sorotan https://t.co/ZHKsaEOGX4""",negative,cinta kuya curhat soal penjarahan rumah hingga kucing hilang tata bahasa jadi sorot
"""tanda2nya udah jelas bgt sih rumahnya si bangsat dedi sitorus kok bisa2nya aman dri penjarahan. pdhl dibanding uya kuya/eko patrio yg cuma joget2 omongan si dedi lebih parah dan menyakitkan.""",negative,tanda2nya jelas banget sih rumah si bangsat dedi sitorus kok bisa2nya aman dri penjarahan pdhl banding uya kuya eko patrio cuma joget omong si dedi lebih parah sakit
"""@msaid_didu Srimul merasa bahwa NEGARA tdk bs melindunginya (dr penjarahan massa) buat apa dipertahankan jabatan klo tdk ada jaminan keamanan keluarga....""",negative,srimul rasa negara tidak bs lindung penjarahan massa apa tahan jabat kalau tidak jamin aman keluarga
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB. https://t.co/ZMnuS4bPN5""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB https://t.co/gYomnFEv0x""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya dalam https://t.co/J6hGyWU1S0""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia https://t.co/QRsyHFyGn0""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb wujud upaya abdi maksimal bangsa terus tingkat
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB.#KinerjaLayaniIndonesia https://t.co/AIOF4FqS1w""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Dino Patti Djalal Bongkar 'Dalang' di Balik Penjarahan Rumah Sri Mulyani! https://t.co/m7Tqf80nR6""",neutral,dino patti djalal bongkar dalang balik penjarahan rumah sri mulyani
"""Ia menduga penjarahan terhadap rumah pribadi mantan Menteri Keuangan Sri Mulyani bukan aksi spontan tetapi terencana melibatkan tangan-tangan siluman . Dino sendiri mengaku tidak pernah tahu alamat rumah Sri Mulyani. #DinoPattiDjalal #Srimulyani #menkeu""",negative,duga penjarahan rumah pribadi mantan menteri uang sri mulyani bukan aksi spontan tetapi rencana libat tangan tangan siluman dino sendiri aku tidak pernah tahu alamat rumah sri mulyani
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/CbZwyJbneI""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. #KinerjaLayaniIndonesia https://t.co/oJjLZ18JzC""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/F5acot6lF6""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia https://t.co/lPeuVjoSOQ""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb wujud upaya abdi maksimal bangsa terus tingkat
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/tGPkInvKrq""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. https://t.co/HcrEoQpdtG""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya https://t.co/hyV9otTtuU""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia https://t.co/kOFD0gPfEM""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb wujud upaya abdi maksimal bangsa terus tingkat
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Dari jumlah tersebut delapan orang terlibat dalam perusakan di Mapolda NTB sementara 12 lainnya https://t.co/U8SNmulQ0y""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb jumlah sebut delapan orang libat perusakan mapolda ntb 12 lain
"""Polri melalui Polda Nusa Tenggara Barat (NTB) menetapkan 20 tersangka terkait aksi perusakan dan penjarahan saat unjuk rasa 30 Agustus 2025 di Mapolda NTB dan Gedung DPRD NTB. Wujud Upaya Pengabdian Maksimal Kepada Bangsa dan Terus Meningkatkan #KinerjaLayaniIndonesia https://t.co/YDhIuHZ2kl""",neutral,polri lalu polda nusa tenggara barat ntb tetap 20 sangka kait aksi perusakan penjarahan unjuk rasa 30 agustus 2025 mapolda ntb gedung dprd ntb wujud upaya abdi maksimal bangsa terus tingkat
